RUN	StarTest.Framework.StarSim	starsim	1624545560234	StarTest.Framework.StarSim-SIMULATION_1_10:SIMULATION_2_0:SIMULATION_3_0:Iterations_10	3.5.1
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545570582	1624545570955	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545570582	1624545570955	373	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545570701	1624545570960	OK	 
GROUP	StarAPI,LOGIN	1624545570701	1624545570961	259	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545570656	1624545570993	OK	 
GROUP	StarAPI,GetStarNote	1624545570655	1624545570994	337	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545571081	1624545571456	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545571080	1624545571456	375	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545571473	1624545571843	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545571472	1624545571843	370	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545571912	1624545572384	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545571911	1624545572384	472	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545572465	1624545573156	OK	 
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545572482	1624545573156	OK	 
GROUP	StarAPI,ChatTranscript	1624545572465	1624545573157	691	OK
GROUP	StarAPI,ChatTranscript	1624545572481	1624545573157	674	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545572115	1624545573164	OK	 
GROUP	StarAPI,GetStarNote	1624545572114	1624545573165	1049	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545566052	1624545573186	OK	 
GROUP	StarAPI,GetStarNote	1624545566052	1624545573187	7134	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545571591	1624545573194	OK	 
GROUP	StarAPI,GetStarNote	1624545571590	1624545573195	1603	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545569228	1624545573255	OK	 
GROUP	StarAPI,GetStarNote	1624545569228	1624545573255	4027	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545572624	1624545573412	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545572623	1624545573413	788	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545572544	1624545573648	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545572544	1624545573648	1104	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545573825	1624545573903	OK	 
GROUP	StarAPI,ChatTranscript	1624545573824	1624545573904	78	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545573359	1624545574042	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545573358	1624545574042	683	OK
GROUP	StarAPI	1624545562709	1624545574370	3115	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545574371	1624545574439	OK	 
GROUP	StarAPI,LOGIN	1624545574371	1624545574439	68	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545574256	1624545574725	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545574256	1624545574726	469	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545574370	1624545574769	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545574370	1624545574770	399	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545574447	1624545574930	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545574447	1624545574931	483	OK
GROUP	StarAPI	1624545561716	1624545575051	3128	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545575052	1624545575113	OK	 
GROUP	StarAPI,LOGIN	1624545575051	1624545575113	61	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545575082	1624545575460	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545575082	1624545575460	378	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545574742	1624545575469	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545574742	1624545575470	727	OK
GROUP	StarAPI	1624545563707	1624545575517	2511	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545575189	1624545575565	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545575189	1624545575565	376	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545575517	1624545575580	OK	 
GROUP	StarAPI,LOGIN	1624545575517	1624545575581	63	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545575421	1624545575810	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545575421	1624545575811	389	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545576401	1624545576592	OK	 
GROUP	StarAPI,GetStarNote	1624545576401	1624545576593	191	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545576416	1624545576617	OK	 
GROUP	StarAPI,GetStarNote	1624545576415	1624545576618	201	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545576615	1624545576691	OK	 
GROUP	StarAPI,ChatTranscript	1624545576614	1624545576692	76	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545576663	1624545577595	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545576662	1624545577595	932	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545576432	1624545577653	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545576432	1624545577654	1221	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545577411	1624545577668	OK	 
GROUP	StarAPI,ChatTranscript	1624545577410	1624545577668	257	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545576449	1624545577716	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545576448	1624545577717	1267	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545576715	1624545577853	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545576715	1624545577854	1138	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545577573	1624545577898	OK	 
GROUP	StarAPI,GetStarNote	1624545577573	1624545577898	325	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545576675	1624545577907	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545576674	1624545577908	1232	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545577757	1624545578449	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545577757	1624545578449	692	OK
GROUP	StarAPI	1624545565703	1624545578584	4348	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545578585	1624545578645	OK	 
GROUP	StarAPI,LOGIN	1624545578585	1624545578645	60	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545578371	1624545578800	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545578370	1624545578801	429	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545578913	1624545578986	OK	 
GROUP	StarAPI,ChatTranscript	1624545578912	1624545578987	73	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545578739	1624545579095	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545578738	1624545579096	356	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545578954	1624545579500	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545578953	1624545579501	546	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545579080	1624545579520	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545579079	1624545579521	440	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545579080	1624545579566	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545579079	1624545579567	486	OK
GROUP	StarAPI	1624545566703	1624545579652	3084	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545579653	1624545579712	OK	 
GROUP	StarAPI,LOGIN	1624545579653	1624545579713	59	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545579568	1624545579972	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545579568	1624545579973	404	OK
GROUP	StarAPI	1624545568701	1624545580599	3118	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545580600	1624545580660	OK	 
GROUP	StarAPI,LOGIN	1624545580599	1624545580661	60	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545580366	1624545580714	OK	 
GROUP	StarAPI,GetStarNote	1624545580365	1624545580715	348	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545579962	1624545580903	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545579961	1624545580903	941	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545580789	1624545580960	OK	 
GROUP	StarAPI,GetStarNote	1624545580788	1624545580961	171	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545580200	1624545581010	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545580199	1624545581010	810	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545580930	1624545581024	OK	 
GROUP	StarAPI,ChatTranscript	1624545580929	1624545581025	94	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545581266	1624545581349	OK	 
GROUP	StarAPI,ChatTranscript	1624545581266	1624545581349	83	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545581455	1624545581547	OK	 
GROUP	StarAPI,ChatTranscript	1624545581454	1624545581547	92	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545580908	1624545581588	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545580908	1624545581589	680	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545581889	1624545581966	OK	 
GROUP	StarAPI,ChatTranscript	1624545581888	1624545581966	77	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545582067	1624545582439	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545582067	1624545582439	372	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545582367	1624545582576	OK	 
GROUP	StarAPI,GetStarNote	1624545582366	1624545582576	209	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545582261	1624545582682	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545582260	1624545582683	421	OK
GROUP	StarAPI	1624545567705	1624545582859	6513	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545582490	1624545582886	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545582490	1624545582886	396	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545582860	1624545582930	OK	 
GROUP	StarAPI,LOGIN	1624545582859	1624545582930	70	OK
GROUP	StarAPI	1624545569705	1624545583279	4063	OK
GROUP	StarAPI	1624545570701	1624545583284	3517	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545582945	1624545583358	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545582944	1624545583359	413	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545583280	1624545583358	OK	 
GROUP	StarAPI,LOGIN	1624545583280	1624545583359	78	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545583285	1624545583358	OK	 
GROUP	StarAPI,LOGIN	1624545583285	1624545583359	73	OK
GROUP	StarAPI	1624545564702	1624545583432	9404	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545583433	1624545583498	OK	 
GROUP	StarAPI,LOGIN	1624545583432	1624545583499	65	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545583354	1624545583906	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545583354	1624545583907	552	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545584458	1624545584534	OK	 
GROUP	StarAPI,ChatTranscript	1624545584457	1624545584534	76	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545584286	1624545584677	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545584286	1624545584678	391	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545584065	1624545584759	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545584064	1624545584760	694	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545584715	1624545584861	OK	 
GROUP	StarAPI,GetStarNote	1624545584715	1624545584862	146	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545584642	1624545584865	OK	 
GROUP	StarAPI,GetStarNote	1624545584641	1624545584866	223	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545584827	1624545585026	OK	 
GROUP	StarAPI,GetStarNote	1624545584827	1624545585026	199	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545584949	1624545585029	OK	 
GROUP	StarAPI,ChatTranscript	1624545584949	1624545585029	80	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545584651	1624545585346	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545584650	1624545585346	695	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545585273	1624545585456	OK	 
GROUP	StarAPI,GetStarNote	1624545585272	1624545585457	183	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545585690	1624545585768	OK	 
GROUP	StarAPI,ChatTranscript	1624545585690	1624545585769	78	OK
GROUP	StarAPI	1624545574370	1624545585996	2389	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545585997	1624545586260	OK	 
GROUP	StarAPI,LOGIN	1624545585997	1624545586261	263	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545586016	1624545586499	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545586015	1624545586500	483	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545586220	1624545586652	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545586220	1624545586652	432	OK
GROUP	StarAPI	1624545575051	1624545586782	1994	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545586783	1624545587049	OK	 
GROUP	StarAPI,LOGIN	1624545586783	1624545587050	266	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545586576	1624545587388	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545586575	1624545587388	812	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545586597	1624545587484	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545586597	1624545587485	887	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545586715	1624545587542	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545586714	1624545587542	827	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545586711	1624545587561	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545586711	1624545587561	850	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545587440	1624545587641	OK	 
GROUP	StarAPI,GetStarNote	1624545587439	1624545587641	201	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545586262	1624545587654	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545586262	1624545587654	1392	OK
GROUP	StarAPI	1624545575517	1624545587718	2244	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545587719	1624545587979	OK	 
GROUP	StarAPI,LOGIN	1624545587719	1624545587979	260	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545588362	1624545588484	OK	 
GROUP	StarAPI,ChatTranscript	1624545588362	1624545588485	122	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545587872	1624545588598	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545587871	1624545588599	726	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545588662	1624545588852	OK	 
GROUP	StarAPI,ChatTranscript	1624545588662	1624545588853	190	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545588549	1624545588872	OK	 
GROUP	StarAPI,GetStarNote	1624545588549	1624545588873	323	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545588526	1624545589236	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545588525	1624545589236	710	OK
GROUP	StarAPI	1624545578585	1624545589802	2028	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545589157	1624545589860	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545589157	1624545589860	703	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545589802	1624545589862	OK	 
GROUP	StarAPI,LOGIN	1624545589802	1624545589862	60	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545589171	1624545589909	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545589170	1624545589909	738	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545589796	1624545589976	OK	 
GROUP	StarAPI,GetStarNote	1624545589796	1624545589977	180	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545589038	1624545590010	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545589038	1624545590011	972	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545589125	1624545590233	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545589125	1624545590234	1108	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545589922	1624545590462	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545589921	1624545590462	540	OK
GROUP	StarAPI	1624545579652	1624545590478	2338	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545590479	1624545590540	OK	 
GROUP	StarAPI,LOGIN	1624545590479	1624545590541	61	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545590071	1624545590575	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545590070	1624545590575	504	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545590695	1624545591074	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545590695	1624545591075	379	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545591269	1624545591727	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545591268	1624545591727	458	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545591312	1624545591745	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545591312	1624545591745	433	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545591755	1624545591827	OK	 
GROUP	StarAPI,ChatTranscript	1624545591754	1624545591828	72	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545591825	1624545591895	OK	 
GROUP	StarAPI,ChatTranscript	1624545591824	1624545591895	70	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545591796	1624545591945	OK	 
GROUP	StarAPI,GetStarNote	1624545591795	1624545591946	149	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545591941	1624545592198	OK	 
GROUP	StarAPI,GetStarNote	1624545591940	1624545592198	257	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545591498	1624545592260	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545591498	1624545592260	762	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545591889	1624545592277	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545591888	1624545592277	388	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545592673	1624545592776	OK	 
GROUP	StarAPI,ChatTranscript	1624545592673	1624545592777	103	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545592198	1624545592894	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545592197	1624545592894	696	OK
GROUP	StarAPI	1624545580599	1624545592982	2825	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545592983	1624545593075	OK	 
GROUP	StarAPI,LOGIN	1624545592983	1624545593075	92	OK
GROUP	StarAPI	1624545583280	1624545593602	2045	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545593602	1624545593710	OK	 
GROUP	StarAPI,LOGIN	1624545593602	1624545593710	108	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545593317	1624545593836	OK	 
GROUP	StarAPI,ChatTranscript	1624545593316	1624545593836	519	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545593383	1624545593853	OK	 
GROUP	StarAPI,ChatTranscript	1624545593383	1624545593853	470	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545592794	1624545593876	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545592794	1624545593877	1082	OK
GROUP	StarAPI	1624545583432	1624545594213	2268	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545593853	1624545594240	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545593852	1624545594241	387	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545593728	1624545594301	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545593727	1624545594301	573	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545593854	1624545594396	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545593853	1624545594396	542	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545594331	1624545594763	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545594330	1624545594763	432	OK
GROUP	StarAPI	1624545583285	1624545595039	3228	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545595040	1624545595113	OK	 
GROUP	StarAPI,LOGIN	1624545595040	1624545595114	73	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545595067	1624545595206	OK	 
GROUP	StarAPI,GetStarNote	1624545595066	1624545595207	139	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545594213	1624545595484	OK	 
GROUP	StarAPI,LOGIN	1624545594213	1624545595485	1271	OK
GROUP	StarAPI	1624545582859	1624545595489	2973	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545595490	1624545595556	OK	 
GROUP	StarAPI,LOGIN	1624545595489	1624545595557	66	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545595662	1624545595822	OK	 
GROUP	StarAPI,GetStarNote	1624545595661	1624545595823	160	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545595798	1624545596064	OK	 
GROUP	StarAPI,ChatTranscript	1624545595797	1624545596065	266	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545595840	1624545596112	OK	 
GROUP	StarAPI,ChatTranscript	1624545595839	1624545596112	272	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545595858	1624545596253	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545595857	1624545596254	395	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545596268	1624545596431	OK	 
GROUP	StarAPI,GetStarNote	1624545596267	1624545596432	163	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545595795	1624545596671	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545595795	1624545596671	876	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545596379	1624545596945	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545596379	1624545596945	566	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545596797	1624545597016	OK	 
